PlayerID,Name,Age,Position,PreferredPosition,GoalsScored,Assists,MinutesPlayed,Tackles,Interceptions,PassAccuracy,DribblesCompleted,ShotsOnTarget,Height,Weight,OverallRating,PotentialRating,PhysicalStrength,Speed,TechnicalAbility
3531,Player_3531,18,Defender,Central Midfield,11,13,2553,55,37,61.72,38,0,2.02,98,76,80,56.91,83.4,90.66
3532,Player_3532,32,Midfielder,Striker,12,3,2474,6,18,60.08,12,33,1.66,82,81,63,82.24,92.35,63.62
3533,Player_3533,33,Goalkeeper,Striker,5,11,1042,62,49,88.66,48,53,1.6,57,63,92,66.71,61.82,90.58
3534,Player_3534,35,Goalkeeper,Striker,12,18,2234,66,23,83.1,17,49,2.06,61,98,63,65.62,93.13,68.88
3535,Player_3535,31,Goalkeeper,Winger,12,12,591,61,49,75.57,0,28,2.08,73,52,73,65.22,56.03,68.47
3536,Player_3536,23,Midfielder,Goalkeeper,8,17,1414,22,41,93.19,32,22,1.64,100,57,84,80.24,83.18,60.5
3537,Player_3537,38,Goalkeeper,Fullback,3,12,1095,41,38,89.73,30,20,1.78,74,57,89,75.97,94.99,97.19
3538,Player_3538,30,Midfielder,Winger,14,12,1118,54,10,61.59,44,16,1.88,70,77,96,53.54,55.06,81.98
3539,Player_3539,25,Goalkeeper,Center Back,17,7,1649,55,7,65.19,2,64,1.86,71,83,66,60.94,51.69,53.16
3540,Player_3540,27,Midfielder,Goalkeeper,2,1,2544,29,41,90.15,37,66,1.61,95,82,87,68.25,71.97,73.06
3541,Player_3541,36,Goalkeeper,Central Midfield,14,4,1120,40,0,67.34,18,57,1.7,52,90,95,55.21,90.54,56.57
3542,Player_3542,35,Midfielder,Winger,0,13,1535,70,41,86.08,24,24,1.8,63,95,92,52.07,88.44,50.66
3543,Player_3543,22,Forward,Winger,16,13,2775,13,16,78.04,24,5,1.81,77,85,63,85.16,85.43,62.44
3544,Player_3544,40,Midfielder,Central Midfield,24,12,2589,26,1,91.36,48,21,1.83,75,51,86,90.03,51.96,69.99
3545,Player_3545,32,Forward,Fullback,21,10,2460,33,33,86.12,46,66,1.85,56,89,60,89.17,70.77,54.69
3546,Player_3546,38,Defender,Goalkeeper,8,20,1828,94,25,60.64,24,62,1.68,78,68,87,73.22,66.82,54.29
3547,Player_3547,19,Defender,Goalkeeper,7,0,1647,17,7,61.83,17,27,1.67,86,84,76,56.18,55.48,51.98
3548,Player_3548,25,Defender,Winger,22,10,1946,36,30,64.14,10,10,2.03,68,87,66,85.28,60.36,94.47
3549,Player_3549,26,Forward,Fullback,23,18,1718,95,33,81.89,49,36,1.79,89,62,68,79.64,62.06,75.85
3550,Player_3550,39,Midfielder,Center Back,15,17,648,72,47,85.15,30,62,1.8,51,75,75,58.27,76.33,95.74
3551,Player_3551,33,Forward,Center Back,24,14,2348,71,32,85.13,46,56,1.62,79,72,62,79.39,83.94,70.87
3552,Player_3552,30,Forward,Goalkeeper,19,15,1481,97,20,78.62,45,32,1.82,89,84,88,98.11,76,92.32
3553,Player_3553,19,Defender,Striker,1,7,1455,22,41,79.85,10,10,2.07,68,54,95,76.21,71.26,79.16
3554,Player_3554,27,Goalkeeper,Goalkeeper,7,6,1777,69,39,61.48,3,42,1.88,95,84,81,61.7,51.95,75.06
3555,Player_3555,30,Defender,Striker,1,3,2721,97,32,90.43,9,47,1.83,66,57,71,88.7,81.51,74.08
3556,Player_3556,38,Goalkeeper,Goalkeeper,26,2,1829,86,32,64.57,3,10,1.94,80,96,83,64.24,63.39,57.83
3557,Player_3557,30,Goalkeeper,Fullback,9,2,1249,42,50,93.64,49,63,1.82,100,71,62,57.8,79.58,86.75
3558,Player_3558,22,Defender,Fullback,17,20,1981,41,41,71.25,42,64,1.88,99,82,77,74.32,89.6,96.32
3559,Player_3559,26,Defender,Striker,20,7,2068,0,20,91.93,12,62,1.94,92,53,71,72.32,89.86,97.3
3560,Player_3560,26,Forward,Central Midfield,16,0,882,4,47,86.65,23,43,1.74,88,52,64,93.43,59.93,59.23
3561,Player_3561,25,Midfielder,Center Back,10,9,2465,81,41,66.19,33,20,1.8,79,64,84,61.04,91.68,63.52
3562,Player_3562,31,Goalkeeper,Goalkeeper,12,1,688,12,49,78.03,44,52,1.9,59,78,77,57.47,59.57,80.44
3563,Player_3563,24,Defender,Center Back,16,19,738,51,3,78.37,15,47,1.81,61,98,85,77.67,76.99,75.2
3564,Player_3564,21,Forward,Winger,25,8,1882,29,3,66.66,22,41,1.9,91,97,76,59.38,80.41,67
3565,Player_3565,25,Midfielder,Goalkeeper,11,0,2120,43,14,78.81,37,34,1.69,98,56,87,65.55,81.17,64.46
3566,Player_3566,22,Forward,Center Back,23,0,729,26,44,63.09,48,14,1.83,52,99,91,78.61,56.54,72.76
3567,Player_3567,22,Forward,Striker,21,5,567,84,26,62.84,50,28,1.83,63,91,85,97.86,81.02,83.62
3568,Player_3568,20,Forward,Central Midfield,11,2,667,43,34,94.33,11,36,1.74,75,81,76,83.56,55.56,73.74
3569,Player_3569,24,Goalkeeper,Center Back,29,10,1134,3,1,93.49,16,11,2.03,70,62,63,97.25,52.86,56.36
3570,Player_3570,37,Forward,Winger,8,10,2098,38,40,79.81,13,45,1.85,67,71,71,98.74,95.24,59.78
3571,Player_3571,29,Midfielder,Central Midfield,27,18,558,12,49,88.68,14,7,1.69,83,98,91,97.6,72.21,58.58
3572,Player_3572,18,Midfielder,Central Midfield,18,4,853,21,12,94.42,25,36,1.93,70,50,70,57.6,93.64,53.96
3573,Player_3573,18,Forward,Striker,15,11,1246,39,41,93.73,4,58,1.93,76,72,67,64.26,61.05,70.87
3574,Player_3574,34,Goalkeeper,Goalkeeper,14,14,1805,6,17,69.48,10,51,1.75,72,93,81,54.72,70.48,62.55
3575,Player_3575,29,Defender,Fullback,15,11,2297,1,43,64.5,15,38,1.78,92,50,76,84.12,50.91,84.68
3576,Player_3576,18,Forward,Fullback,28,1,941,71,8,65.84,20,46,1.87,50,90,73,87.91,93.44,68.67
3577,Player_3577,21,Goalkeeper,Fullback,22,17,2811,94,16,80.36,33,26,1.68,62,79,68,84.65,56.09,73.67
3578,Player_3578,30,Goalkeeper,Striker,14,18,2352,96,44,79.87,28,47,2.09,79,94,73,94.04,65.62,95.4
3579,Player_3579,39,Midfielder,Fullback,10,2,2781,99,48,81.77,16,53,1.83,100,74,66,66.51,95.67,96.36
3580,Player_3580,18,Midfielder,Winger,5,1,1633,40,48,60.64,15,50,2.01,52,80,77,60.81,76.26,74
3581,Player_3581,27,Midfielder,Striker,13,7,2475,93,38,64.37,20,49,2.06,75,90,73,52.51,75.62,78.65
3582,Player_3582,29,Defender,Winger,29,6,1555,49,10,80.23,17,19,2.09,85,57,82,81.12,68.43,62.5
3583,Player_3583,39,Forward,Central Midfield,17,12,1248,36,40,63.62,15,22,1.72,72,54,95,75.33,59,89.8
3584,Player_3584,34,Midfielder,Goalkeeper,11,5,862,94,35,75.47,37,40,2.03,89,51,91,85.27,54.43,68.2
3585,Player_3585,20,Defender,Central Midfield,26,9,2736,10,11,71.32,40,5,1.94,98,71,67,93.82,54.81,53.77
3586,Player_3586,26,Goalkeeper,Central Midfield,21,0,698,73,41,88.46,34,45,1.94,58,92,93,55.14,81.24,82.45
3587,Player_3587,29,Forward,Central Midfield,3,0,1283,17,26,85.64,42,66,1.63,79,82,98,96.55,74.35,58.28
3588,Player_3588,19,Midfielder,Winger,3,2,2161,51,4,90.9,15,33,1.9,89,54,97,79.29,59.65,78.15
3589,Player_3589,24,Goalkeeper,Central Midfield,8,0,2942,44,18,66.22,27,47,1.65,74,97,79,96.34,89.16,86.82
3590,Player_3590,39,Defender,Striker,24,20,1065,86,12,81.94,19,0,1.94,69,54,62,93.88,74.09,57.78
3591,Player_3591,19,Midfielder,Goalkeeper,15,1,2212,2,44,88.1,11,48,1.61,87,58,88,88.94,97.33,50.56
3592,Player_3592,19,Defender,Central Midfield,16,6,1309,86,1,90.34,45,48,1.7,73,74,89,68.19,79.38,64.6
3593,Player_3593,22,Midfielder,Fullback,18,6,1467,22,22,74.18,34,45,1.67,57,62,61,53.94,82.74,51.02
3594,Player_3594,35,Forward,Central Midfield,14,20,2024,51,24,60.39,32,51,1.76,75,54,82,97.75,67.77,80.19
3595,Player_3595,24,Midfielder,Center Back,28,4,1955,100,40,68.42,41,51,1.85,90,79,69,70.7,88.64,74.82
3596,Player_3596,27,Midfielder,Goalkeeper,11,2,1247,51,11,68.51,20,32,1.89,67,74,91,67.1,86.83,81.89
3597,Player_3597,34,Midfielder,Central Midfield,6,6,2404,14,46,80.2,26,29,1.69,78,60,63,63.89,61,54.54
3598,Player_3598,33,Defender,Center Back,7,16,2075,28,13,71.76,21,65,1.83,65,54,82,98.67,62.61,98.09
3599,Player_3599,39,Forward,Central Midfield,10,11,929,3,48,62.8,39,8,1.67,98,86,77,54.74,56.06,67.29
3600,Player_3600,26,Midfielder,Goalkeeper,5,19,2579,88,2,63.63,45,64,2.07,74,66,82,86.16,56.47,68.23
3601,Player_3601,34,Midfielder,Center Back,5,5,875,15,34,93.91,37,25,2.05,85,74,82,51.25,65.86,71.95
3602,Player_3602,38,Midfielder,Goalkeeper,18,11,2361,59,1,93.06,36,60,2.09,54,68,75,87.19,65.84,76.4
3603,Player_3603,19,Forward,Striker,27,18,2320,7,19,69.58,1,65,1.62,74,56,91,73.17,81.56,50.39
3604,Player_3604,18,Defender,Winger,21,4,1714,46,28,94.91,24,19,1.66,93,80,99,83.78,87.79,82.74
3605,Player_3605,21,Defender,Winger,6,18,2453,90,38,70.76,4,47,2.03,61,74,86,97.03,98.34,82.92
3606,Player_3606,21,Goalkeeper,Goalkeeper,16,0,1007,80,19,71.23,30,68,1.88,84,88,92,75.33,62.7,59.65
3607,Player_3607,31,Goalkeeper,Fullback,30,3,780,53,26,71.09,33,29,1.83,57,96,95,94.39,50.6,53.97
3608,Player_3608,31,Goalkeeper,Striker,5,11,1033,24,9,89.86,15,8,1.96,53,92,84,69.7,73.28,89.2
3609,Player_3609,36,Goalkeeper,Center Back,13,10,1428,22,28,90.1,37,55,1.71,97,81,63,70.56,67.38,75.43
3610,Player_3610,33,Midfielder,Fullback,15,15,512,9,47,88.94,7,50,1.76,71,63,80,70.59,88.33,72.64
3611,Player_3611,38,Midfielder,Striker,10,15,1766,38,18,78.19,11,38,2.03,92,62,87,94.29,52.57,53.21
3612,Player_3612,34,Midfielder,Center Back,7,7,2411,13,7,90.6,46,61,1.85,71,65,82,75.72,85.93,95.72
3613,Player_3613,22,Goalkeeper,Winger,25,9,1976,49,47,90.6,24,49,1.99,55,79,82,92.78,83.71,89.26
3614,Player_3614,40,Goalkeeper,Central Midfield,25,1,2097,27,7,61.76,5,58,1.94,59,86,83,91.7,63.87,79.8
3615,Player_3615,34,Goalkeeper,Center Back,10,5,960,11,43,82.96,29,5,1.63,93,58,82,85.66,60.29,76.72
3616,Player_3616,35,Defender,Winger,13,5,1203,37,13,63.64,23,9,1.72,82,53,80,70.74,95.54,68.32
3617,Player_3617,38,Forward,Goalkeeper,21,10,528,9,36,69.19,14,62,2.08,66,79,97,51.24,88.51,75.88
3618,Player_3618,39,Defender,Center Back,1,2,2855,10,31,86.8,34,69,1.7,53,56,93,77.99,60.82,58.85
3619,Player_3619,24,Defender,Center Back,26,17,544,52,12,71.01,15,50,2.06,86,55,80,59.1,74.28,74.69
3620,Player_3620,19,Forward,Central Midfield,23,20,1925,98,42,82.53,22,12,1.99,60,60,99,52.85,57.49,90.75
3621,Player_3621,22,Defender,Striker,27,8,772,63,15,75.4,35,21,1.94,64,83,99,82.64,74.97,94.24
3622,Player_3622,31,Midfielder,Goalkeeper,29,14,2170,98,16,63.67,28,50,1.78,68,87,81,62.86,50.51,52.29
3623,Player_3623,25,Goalkeeper,Striker,9,4,2578,3,6,71.71,30,31,1.74,51,70,79,95.77,59.46,98.37
3624,Player_3624,25,Defender,Striker,4,13,2070,96,12,94.23,13,52,1.82,52,91,98,50.44,84.35,93.22
3625,Player_3625,38,Defender,Central Midfield,22,11,906,40,41,73.32,11,66,1.81,94,51,62,87.95,50.63,62.24
3626,Player_3626,23,Defender,Striker,28,2,2665,7,16,79.46,38,21,1.62,91,69,77,93.66,90.18,63.07
3627,Player_3627,34,Defender,Central Midfield,15,20,2342,35,23,93.4,38,39,1.82,61,91,75,92.31,65.65,67.03
3628,Player_3628,28,Forward,Center Back,14,14,1408,1,37,79.84,32,20,1.6,52,99,89,56.45,72.7,62.21
3629,Player_3629,20,Goalkeeper,Fullback,7,0,2550,37,48,65.09,19,49,1.93,61,95,67,94.39,61.5,93.72
3630,Player_3630,30,Defender,Center Back,25,16,535,32,36,85.57,7,10,1.99,89,83,61,92.35,76.66,95.25
3631,Player_3631,29,Midfielder,Central Midfield,23,17,1051,85,19,93.07,7,3,1.7,70,52,77,95.74,94.97,82.61
3632,Player_3632,37,Midfielder,Goalkeeper,15,6,2800,17,43,84.26,19,47,1.88,75,81,73,85.67,86.28,74.95
3633,Player_3633,20,Midfielder,Central Midfield,2,16,780,98,28,75.42,8,16,1.95,64,65,62,86.8,82.17,58.64
3634,Player_3634,37,Goalkeeper,Central Midfield,12,17,1571,67,35,66.19,2,4,1.66,67,92,74,58.47,61.39,95.99
3635,Player_3635,29,Defender,Winger,24,6,2770,54,49,87.46,4,47,1.87,63,62,67,87.07,54.11,69.28
3636,Player_3636,24,Goalkeeper,Striker,29,10,2709,49,38,76.75,0,29,1.97,90,93,79,73.52,63.61,74.89
3637,Player_3637,30,Goalkeeper,Winger,30,6,2747,2,8,67.75,14,20,1.86,79,77,98,93.62,73.93,96.59
3638,Player_3638,32,Goalkeeper,Striker,13,19,2984,48,40,82.54,11,49,1.72,92,95,60,77.85,52.44,53.64
3639,Player_3639,35,Defender,Fullback,13,6,2149,13,1,67.16,42,34,1.87,68,72,65,70.83,76.13,75.65
3640,Player_3640,24,Midfielder,Goalkeeper,11,14,2599,76,1,93.01,4,6,1.8,69,51,75,64.79,95.35,55.06
3641,Player_3641,37,Goalkeeper,Central Midfield,14,17,1657,78,14,65.62,13,70,1.78,50,93,99,84.02,72.95,68.51
3642,Player_3642,19,Goalkeeper,Striker,30,18,1405,96,30,71.01,26,48,1.74,92,77,81,80.4,89.14,51.91
3643,Player_3643,21,Goalkeeper,Fullback,14,12,2198,25,6,82.68,30,27,1.68,75,68,68,85.37,80.2,69.5
3644,Player_3644,40,Forward,Striker,24,4,1449,97,6,66.85,46,49,1.73,75,61,80,60.55,53.81,83.17
3645,Player_3645,21,Goalkeeper,Goalkeeper,28,0,1224,56,18,93.78,3,13,1.63,55,80,79,77.94,93.79,91.95
3646,Player_3646,19,Midfielder,Winger,28,15,2893,12,31,74.19,8,45,1.82,66,85,67,52.11,57.3,67.95
3647,Player_3647,22,Forward,Central Midfield,8,12,1193,99,39,68.77,36,5,1.8,68,76,66,73.92,97.46,84.45
3648,Player_3648,33,Midfielder,Goalkeeper,12,4,2054,28,21,64.22,38,23,2.06,69,86,85,73.35,88.65,73.71
3649,Player_3649,38,Midfielder,Goalkeeper,4,11,1710,60,36,62.91,5,7,1.87,61,51,77,86.28,69,67.88
3650,Player_3650,35,Goalkeeper,Center Back,21,8,1154,32,10,89.21,30,25,1.63,64,95,84,77.65,78.97,83.86
3651,Player_3651,20,Defender,Fullback,1,10,1305,61,5,64.72,14,46,1.84,74,98,70,65.84,69.84,73.54
3652,Player_3652,33,Midfielder,Central Midfield,13,8,2998,53,45,87.61,10,0,1.9,100,91,96,95.16,63.51,74.96
3653,Player_3653,36,Forward,Central Midfield,29,12,1311,87,45,88.05,50,13,1.86,96,51,85,94.44,92.68,83.49
3654,Player_3654,23,Goalkeeper,Center Back,27,1,1377,37,29,83.1,42,43,1.82,80,93,89,54.11,88.73,50.37
3655,Player_3655,23,Forward,Goalkeeper,30,9,2583,97,39,90.33,33,49,1.62,72,79,96,50.12,79.22,65.69
3656,Player_3656,35,Forward,Striker,0,2,2221,4,8,78.48,12,25,1.7,79,83,84,81.88,97.09,51.8
3657,Player_3657,23,Defender,Fullback,24,1,697,38,45,87.67,38,39,2.09,58,54,96,74.36,68.75,53.35
3658,Player_3658,30,Defender,Goalkeeper,13,4,982,42,42,84.28,4,54,2.09,73,87,97,79.89,86.68,61.48
3659,Player_3659,36,Goalkeeper,Central Midfield,25,12,973,39,27,87.76,36,63,1.81,81,79,87,56.81,53.73,50.49
3660,Player_3660,22,Goalkeeper,Fullback,5,15,2657,7,16,68.77,32,54,1.86,65,98,95,54.16,52.02,94.04
3661,Player_3661,32,Midfielder,Goalkeeper,12,5,2725,34,11,74.26,13,16,1.73,91,58,77,92.56,90.27,93.83
3662,Player_3662,28,Defender,Center Back,5,19,2927,71,0,66.92,40,10,2.05,84,94,84,58.27,57.7,94.74
3663,Player_3663,38,Forward,Goalkeeper,0,6,2788,79,33,90.57,48,12,1.82,78,53,83,92.99,84.32,85.39
3664,Player_3664,37,Goalkeeper,Center Back,0,16,2581,72,5,85.59,4,28,1.83,77,96,83,51.2,83.91,96.41
3665,Player_3665,36,Midfielder,Central Midfield,12,13,1942,29,4,66.28,37,36,1.68,57,51,77,84.42,86.38,67.15
3666,Player_3666,26,Forward,Goalkeeper,23,16,2246,42,24,88.1,7,49,1.62,58,91,75,76.88,76.42,96.14
3667,Player_3667,38,Goalkeeper,Fullback,1,16,2441,1,39,89.49,46,24,1.67,54,90,76,78,52.35,67.04
3668,Player_3668,37,Midfielder,Fullback,11,1,1692,46,7,62.81,32,43,1.66,68,79,60,81.69,64.69,52.73
3669,Player_3669,22,Defender,Striker,27,20,714,95,23,84.54,50,39,1.81,60,88,98,58.61,53.78,88.2
3670,Player_3670,37,Midfielder,Central Midfield,22,11,1996,76,40,75.46,10,14,1.93,75,56,75,52.15,63.11,77.46
3671,Player_3671,21,Defender,Goalkeeper,3,4,666,32,28,92.11,19,43,1.83,54,95,85,97.23,76.96,67.97
3672,Player_3672,19,Defender,Goalkeeper,9,16,1688,89,42,61.53,32,33,1.65,92,51,74,84.35,68.77,60.65
3673,Player_3673,22,Goalkeeper,Central Midfield,27,20,2375,9,41,85.87,47,36,1.87,77,94,65,80.14,60.47,73.55
3674,Player_3674,30,Defender,Striker,18,7,1848,91,25,91.91,45,68,1.67,59,77,87,66.73,55.34,51.26
3675,Player_3675,37,Forward,Central Midfield,22,11,1545,17,26,81,34,27,2.09,53,92,84,75.79,89.59,53.64
3676,Player_3676,22,Forward,Fullback,12,11,1103,48,49,74.86,13,10,1.85,83,84,89,92.95,94.12,98.58
3677,Player_3677,33,Goalkeeper,Central Midfield,30,10,962,60,9,81.83,10,10,2.06,95,84,90,51.27,64.41,69.85
3678,Player_3678,21,Goalkeeper,Winger,4,7,1695,28,25,76.89,23,70,1.98,63,72,95,58.31,85.6,95.27
3679,Player_3679,20,Defender,Striker,17,18,796,30,15,66.04,36,22,2.04,90,94,84,85.87,58.5,61.64
3680,Player_3680,20,Goalkeeper,Fullback,19,4,599,92,22,89.06,33,50,1.66,89,91,96,94.87,78.26,61.18
3681,Player_3681,25,Defender,Center Back,30,2,1675,85,19,73.19,0,58,2.06,98,55,90,94.8,90.34,51.7
3682,Player_3682,19,Goalkeeper,Center Back,19,9,515,85,44,87.15,43,7,1.77,55,57,82,93.2,65.31,84.83
3683,Player_3683,37,Forward,Striker,0,0,1294,10,31,75.04,33,35,1.63,64,65,65,51.56,50.26,67.71
3684,Player_3684,32,Goalkeeper,Center Back,26,16,1447,85,34,68,49,49,1.75,93,91,68,57.55,73.74,91.65
3685,Player_3685,28,Goalkeeper,Central Midfield,27,17,2015,9,10,63.12,5,59,1.62,88,88,94,79.95,85.71,56.29
3686,Player_3686,28,Midfielder,Striker,21,17,629,71,34,60.21,8,64,1.68,87,58,74,63.77,57.2,98.3
3687,Player_3687,38,Goalkeeper,Striker,6,1,2114,21,1,86.91,15,21,2.05,50,89,99,64.46,78.44,67.59
3688,Player_3688,37,Midfielder,Fullback,15,17,992,23,13,73.71,41,36,1.6,63,92,76,61.95,58.63,54.81
3689,Player_3689,32,Defender,Central Midfield,23,14,711,34,24,65.17,31,11,2.07,85,85,65,68.03,62.85,92.15
3690,Player_3690,28,Defender,Winger,25,20,514,6,48,89.52,44,0,2.01,91,56,78,92.25,72.77,52.25
3691,Player_3691,30,Midfielder,Center Back,17,5,1092,33,35,72.43,11,19,1.83,68,52,84,61.06,52.68,87.61
3692,Player_3692,30,Forward,Center Back,18,9,2110,68,6,75.66,25,33,1.8,75,95,80,68.16,88.95,86.2
3693,Player_3693,23,Midfielder,Center Back,14,3,1008,15,49,88.83,16,61,2.05,97,94,77,60.68,54.62,72.65
3694,Player_3694,39,Forward,Central Midfield,23,15,2938,97,13,89.52,37,66,1.99,64,78,83,66.2,63.5,52.3
3695,Player_3695,18,Goalkeeper,Fullback,18,7,2555,81,46,72.55,21,38,1.87,96,85,89,80.16,79.18,70.34
3696,Player_3696,30,Defender,Striker,18,13,2950,29,19,90.73,36,49,2.07,76,64,94,53.76,58.67,58.47
3697,Player_3697,25,Goalkeeper,Center Back,8,9,2131,78,16,74.46,32,5,1.82,97,75,74,76.2,87.51,89.61
3698,Player_3698,30,Goalkeeper,Goalkeeper,23,6,2763,21,30,89.19,42,28,1.96,63,77,89,53.48,59.65,91.77
3699,Player_3699,27,Goalkeeper,Fullback,4,19,2174,60,36,84.69,44,19,1.91,75,80,85,86.31,69.1,82.42
3700,Player_3700,35,Defender,Goalkeeper,27,11,2697,84,19,63.37,19,7,2.06,92,82,75,69.22,65.64,57.44
3701,Player_3701,19,Goalkeeper,Central Midfield,27,15,2446,26,25,86.17,26,35,1.86,86,78,78,71.32,93.58,66.82
3702,Player_3702,34,Defender,Striker,25,2,688,18,5,84.93,43,4,1.69,51,56,60,92.26,78.14,97.06
3703,Player_3703,24,Midfielder,Goalkeeper,14,0,1482,9,37,83.46,9,53,1.71,79,53,96,98.14,79.57,94.77
3704,Player_3704,30,Forward,Goalkeeper,18,3,1026,76,42,83.79,6,65,2.06,76,52,96,93.41,63.64,58.79
3705,Player_3705,22,Goalkeeper,Striker,26,1,1618,46,9,65.58,49,33,1.99,71,51,78,87.66,58.39,69.47
3706,Player_3706,28,Goalkeeper,Fullback,7,1,1948,71,24,79.07,12,25,1.7,79,59,79,60.63,60.74,72.83
3707,Player_3707,25,Forward,Fullback,14,14,933,37,14,89.14,19,51,1.74,92,90,81,57.81,58.73,53.25
3708,Player_3708,39,Defender,Winger,19,10,2509,64,44,89.03,23,67,1.78,65,54,64,87.56,82.93,85.71
3709,Player_3709,26,Forward,Winger,9,3,1074,68,26,62.42,21,37,1.81,69,78,92,88.38,54.37,87.17
3710,Player_3710,33,Defender,Fullback,18,8,2652,25,6,90.95,43,3,1.88,68,66,79,55.37,73.89,88.84
3711,Player_3711,29,Goalkeeper,Center Back,14,9,2338,87,0,71.65,35,23,1.98,80,92,97,66.4,59.17,94.1
3712,Player_3712,33,Forward,Center Back,24,7,2401,12,14,84.81,25,45,1.85,52,55,74,76.33,64.31,79.87
3713,Player_3713,36,Goalkeeper,Fullback,20,18,2721,51,27,83.95,33,5,1.61,84,81,98,92.26,59.25,81.06
3714,Player_3714,19,Goalkeeper,Winger,16,0,2315,87,36,64.86,18,25,1.64,71,98,95,82.49,82.35,56.93
3715,Player_3715,20,Forward,Central Midfield,15,20,1300,26,38,87.71,37,36,1.92,62,79,71,84.78,91.98,55.04
3716,Player_3716,33,Midfielder,Fullback,15,20,618,76,34,80.2,2,59,1.96,55,65,75,93.87,81.28,94.73
3717,Player_3717,22,Defender,Center Back,26,5,2629,38,44,73.89,18,19,1.8,96,61,76,76.83,98.43,91.76
3718,Player_3718,23,Defender,Striker,19,9,581,7,10,60.09,12,0,2.06,85,81,70,92.51,61.46,51.52
3719,Player_3719,21,Midfielder,Striker,8,5,1180,41,21,88.36,25,18,1.67,58,62,68,84.73,94.01,63.53
3720,Player_3720,26,Midfielder,Center Back,21,19,2241,29,45,69.12,31,25,1.67,87,52,68,98.38,76.81,67.44
3721,Player_3721,30,Goalkeeper,Fullback,6,5,2722,74,13,69.14,26,68,1.61,90,93,85,69.52,57.24,84.36
3722,Player_3722,23,Goalkeeper,Striker,6,11,942,52,20,85.63,9,54,1.67,70,74,65,91.68,98.27,75.85
3723,Player_3723,35,Defender,Striker,22,1,1616,53,33,70.44,30,10,1.98,68,63,74,69.92,71.12,58.48
3724,Player_3724,25,Defender,Center Back,28,15,1341,68,14,61.38,41,14,1.76,87,83,75,85.11,79.23,69.47
3725,Player_3725,33,Goalkeeper,Winger,8,10,640,44,31,75.41,30,42,1.95,85,81,65,93.02,91.82,69.8
3726,Player_3726,35,Goalkeeper,Striker,23,7,2761,70,37,68.36,1,53,1.78,54,51,73,95.13,70.4,93.72
3727,Player_3727,28,Goalkeeper,Striker,1,13,1816,83,38,67,9,36,1.72,82,58,77,66.56,68.08,86.01
3728,Player_3728,38,Goalkeeper,Striker,10,7,1920,66,14,94.47,9,27,1.76,77,80,75,91.8,88.3,52.13
3729,Player_3729,31,Defender,Winger,4,1,1638,15,21,63.75,49,20,2.03,95,76,97,73.55,73.86,55.85
3730,Player_3730,32,Defender,Winger,14,18,1472,73,16,90.81,9,15,1.75,79,61,64,69.64,60.31,88.4
3731,Player_3731,24,Forward,Goalkeeper,11,19,1890,43,23,73,9,66,1.62,100,70,92,95.51,54.81,94.87
3732,Player_3732,33,Goalkeeper,Central Midfield,5,7,1436,5,4,73.64,28,39,1.91,88,65,62,89.45,83.74,82.6
3733,Player_3733,21,Forward,Winger,4,7,1697,10,2,67.81,40,52,1.85,98,97,91,75.41,50.88,57.51
3734,Player_3734,19,Goalkeeper,Center Back,28,10,1342,17,10,94.54,12,10,1.86,80,92,81,86.39,72.99,67.62
3735,Player_3735,36,Forward,Central Midfield,29,1,2713,62,6,90.08,44,68,1.64,53,72,73,56.96,92.27,93.3
3736,Player_3736,33,Midfielder,Center Back,5,15,994,21,47,76.51,39,46,1.66,86,62,75,55.74,84.05,57.22
3737,Player_3737,25,Defender,Goalkeeper,29,12,2101,15,1,93.36,37,47,2.09,58,64,74,80.24,85.14,98.09
3738,Player_3738,31,Midfielder,Winger,26,0,2266,17,42,76.77,21,22,2.1,78,78,63,75.86,60.25,66.61
3739,Player_3739,22,Defender,Center Back,19,3,659,94,31,68.89,39,13,2.07,89,67,93,56.11,55.95,64.25
3740,Player_3740,25,Goalkeeper,Central Midfield,18,11,2340,70,22,79.44,41,0,1.99,73,80,75,94.7,69.07,73.66
3741,Player_3741,31,Goalkeeper,Winger,18,8,1943,90,3,61.11,15,31,1.88,62,94,86,81.76,91.87,96.69
3742,Player_3742,39,Midfielder,Winger,4,3,1269,53,25,74.47,30,16,2.01,92,52,88,88.88,87.53,82.18
3743,Player_3743,39,Defender,Goalkeeper,19,16,1359,7,8,77.87,8,11,1.93,68,66,67,70.21,51.98,85.1
3744,Player_3744,32,Midfielder,Central Midfield,10,19,2649,98,27,66.06,26,11,2.01,91,65,83,66.67,95.29,55.27
3745,Player_3745,32,Defender,Winger,11,2,1114,80,6,69.42,29,35,1.73,66,50,83,56.41,90.74,76.2
3746,Player_3746,30,Defender,Center Back,4,8,1971,71,44,78.95,28,48,2.06,53,60,97,77.15,98.29,70.9
3747,Player_3747,40,Midfielder,Goalkeeper,26,8,1078,76,21,67.48,20,14,1.65,77,93,75,77.72,57.74,66.16
3748,Player_3748,23,Defender,Fullback,26,1,2775,88,43,70.1,33,59,1.72,71,87,67,72.42,84.3,81.25
3749,Player_3749,32,Defender,Winger,3,6,1362,6,0,93.83,19,33,2.05,100,54,85,89.14,72.03,80.93
3750,Player_3750,28,Forward,Goalkeeper,6,14,727,92,15,94.6,48,0,1.6,73,75,64,89.86,81.27,55.24
